Timestamp,"Field, discipline, community you identify with 
Choose the categories which best represent you",On a scale from 1 to 10 how often do you use OpenRefine in a professional environment?,In which languages do you use OpenRefine (both its interface and the datasets you work with)?,How long have you been using OpenRefine?,How would you rate your skills using OpenRefine,How likely is it that you would recommend OpenRefine to a friend or colleague?,usage_frequency,"How frequently do you perform the following actions in OpenRefine? [Using facets for data exploration, analyzing, and making better sense of datasets]","How frequently do you perform the following actions in OpenRefine? [Normalization, cleaning, and transformation from the menu only]","How frequently do you perform the following actions in OpenRefine? [Normalization, cleaning, and transformation using GREL]",How frequently do you perform the following actions in OpenRefine? [Reconcile using reconciliation services],How frequently do you perform the following actions in OpenRefine? [Extend data using reconciliation services],How frequently do you perform the following actions in OpenRefine? [Using REST APIs (ie Fetch URLs)],How frequently do you perform the following actions in OpenRefine? [Saving operation history to create repeatable workflows],How frequently do you perform the following actions in OpenRefine? [Preparing data for visualization (outside OpenRefine)],How frequently do you perform the following actions in OpenRefine? [Preparing a file before loading it to another system (data migration)],"How frequently do you perform the following actions in OpenRefine? [Publishing data directly from OpenRefine to Wikibase, Wikidata, or WikiCommons]","How frequently do you perform the following actions in OpenRefine? [Working on taxonomies, thesauri, vocabularies]",Which features make you choose OpenRefine over other tools? Which alternative tools would you use if OpenRefine was not available to you?,Which version(s) of OpenRefine do you run? Mark all that apply.,Who installed OpenRefine on your computer?,Which Operating System are you using?,Which browsers do you use with OpenRefine?,What is the current amount of RAM you have allocated to OpenRefine? (see increasing memory allocation). Use the Other option to indicate the how much RAM you have allocated to OpenRefine,Which reconciliation services do you use?,Which OpenRefine extensions do you use?,Which OpenRefine unsupported client libraries do you use?,Anything else you would like to add?
9/26/2024 15:14:20,Libraries|Research and Academic|Arts cultural sector cultural heritage,9,English,More than 5 years,4,9,2. Once per week,Once per week,Once per week,Once per week,Once per week,Rarely,Never,Rarely,Once per month,Once per week,Never,Rarely,"If I need to do anything more than basic Excel functions, I usually go to OR. I'd be lost without it.",", The latest version of OpenRefine 3.8",Myself,Windows,Chrome,Default Setting,reconciliation against a SPARQL endpoint via the RDF extension|Getty Vocabularies (TGN ULAN AAT)|Library of Congress Subject Headings (LCSH)|VIAF (via refine.codefork.com),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/27/2024 6:07:46,Libraries,10,"English, Irish",More than 5 years,4,10,1. Once per day,Once per day,Once per day,Once per day,Rarely,Rarely,Rarely,Once per day,Once per week,Once per day,Never,Once per day,Libre calc,OpenRefine 3.7,Myself,Windows,Firefox,I don’t know,VIAF (via refine.codefork.com)|Wikidata (hosted at wikidata.reconci.link),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
9/27/2024 6:09:34,Libraries|Research and Academic|Digital humanities|Education / training,10,English,More than 5 years,3,10,3. Once per month,Once per month,Once per month,Once per month,Rarely,Rarely,Rarely,Once per month,Once per month,Once per month,Never,Never,"I provide intro workshops to researchers on it, I find it suitable as it suits different user types with different levels of technical skills.",,Myself,Windows,Chrome,Default Setting,Library of Congress Subject Headings (LCSH)|VIAF (via refine.codefork.com)|Wikidata (hosted at wikidata.reconci.link),Wikidata extension,I did not know that there are client libraries for OpenRefine,
9/27/2024 8:03:08,Data science|Humanitarian sector,9,"English, Russian",1 to 2 years,2,10,1. Once per day,Once per day,Once per day,Rarely,Rarely,Rarely,Rarely,Rarely,Once per week,Once per day,Never,Never,"Clustering, Text transforms. I don't know other tools that have such capabilities at such an approachable level.",The latest version of OpenRefine 3.8,Myself,Windows,Chrome|Firefox,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,I don’t use any OpenRefine extensions,I did not know that there are client libraries for OpenRefine,
9/27/2024 9:01:31,Natural history (herbarium),1,English,1 to 2 years,1,3,4. Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,"It's interface is familiar, like a spreadsheet. Alternatives are Excel or R.",OpenRefine 3.4,Myself,Windows,Firefox,I don’t know,I don’t know,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/27/2024 20:06:56,cybersecurity,10,English,2 to 5 years,4,10,1. Once per day,Once per day,Once per week,Once per day,Never,Never,Never,Once per day,Once per day,Once per day,Never,Once per day,Clustering. I'd probably have to write my own python script.,OpenRefine 3.6,Myself,Mac,Firefox,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
9/30/2024 4:56:37,Data journalism,10,English,More than 5 years,5,10,1. Once per day,Once per day,Once per day,Rarely,Once per month,Once per month,Never,Once per week,Once per day,Once per day,Never,Never,"Ease, clear workflow, logical feel. Would have to use RegEx and R to clean - but nowhere near as easily",,Myself,Windows,Chrome|Firefox,Increased without providing the value,I do not use any reconciliation service(s) inside OpenRefine,I don’t use any OpenRefine extensions,I did not know that there are client libraries for OpenRefine,
9/30/2024 13:55:48,Libraries,10,English,More than 5 years,3,9,3. Once per month,Once per month,Once per week,Never,Rarely,Rarely,Rarely,Never,Never,Once per month,Never,Rarely,,I don't know,Myself,Mac,Chrome,I don’t know,I do not use any reconciliation service(s) inside OpenRefine,Wikidata extension,I don’t use any OpenRefine client libraries,
10/1/2024 6:10:43,Data Enrichment,10,English,Less than 6 months,4,10,1. Once per day,Once per day,Once per day,Once per day,Never,Never,Never,Once per day,Never,Never,Never,Never,data Cleaning,The latest version of OpenRefine 3.8,Myself,Windows,Chrome|Firefox,Default Setting,I don’t know,I did not know that there are extensions for OpenRefine,"I don’t use any OpenRefine client libraries, Python OpenRefine client, Java OpenRefine client","give put and get output Automatically"
10/1/2024 8:07:13,Libraries|Research and Academic|Arts cultural sector cultural heritage|Digital humanities|Data science|Wikimedia (Wikidata Wikimedia Commons…),9,English,More than 5 years,4,10,2. Once per week,Once per week,Once per week,Once per week,Once per month,Once per month,Rarely,Once per month,Once per month,Once per week,Once per month,Never,RStudio,", The latest version of OpenRefine 3.8",Myself,Linux,Firefox,1400 M,Getty Vocabularies (TGN ULAN AAT)|Library of Congress Subject Headings (LCSH)|VIAF (via refine.codefork.com),Wikidata extension,"I did not know that there are client libraries for OpenRefine, I don’t use any OpenRefine client libraries","Some of the more advanced features I saw for the first time now, so I will make sure to explore them in more detail."
10/1/2024 10:12:33,Research and Academic|Digital humanities,10,English,2 to 5 years,3,10,1. Once per day,Once per day,Once per week,Once per week,Once per month,Never,Never,Never,Once per day,Once per week,Never,Once per day,Fast sorting/making complex and major changes,OpenRefine 3.7,Myself,Windows,Firefox,I don’t know,Getty Vocabularies (TGN ULAN AAT)|Nomisma|Wikidata (hosted at wikidata.reconci.link),I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
10/1/2024 12:08:09,Civic Tech|Education / training|Public Safety (911 call center),6,English,More than 5 years,4,10,3. Once per month,Once per month,Once per month,Once per month,Never,Never,Never,Rarely,Once per month,Once per week,Never,Never,Its workflow fits the way I think about information. I don't know of other tools that consistently do that.,,Myself,Windows,Firefox,2000 M,I do not use any reconciliation service(s) inside OpenRefine,I don’t use any OpenRefine extensions,I did not know that there are client libraries for OpenRefine,
10/1/2024 16:52:10,Libraries|Research and Academic|Arts cultural sector cultural heritage|Digital humanities|Data science|Semantic Web|Wikimedia (Wikidata Wikimedia Commons…)|Wikibase|Education / training,7,"English, Portuguese, Dutch",More than 5 years,4,10,1. Once per day,Once per day,Once per day,Once per week,Rarely,Never,Never,Once per day,Once per day,Once per day,Rarely,Rarely,faceting/filtering/clustering. Alternative python,", The latest version of OpenRefine 3.8, OpenRefine 3.7, OpenRefine 3.6, OpenRefine 3.5, OpenRefine 3.4",Myself,Mac,Chrome|Firefox,2048 M,Wikidata (hosted at wikidata.reconci.link)|DAAP,I don’t use any OpenRefine extensions,"I did not know that there are client libraries for OpenRefine, I don’t use any OpenRefine client libraries","I really appreciate all the work you've been doing to provide such an essential tool! I am a big user, and fan, I'm always recommending and showing it to the archivists I work with."
10/2/2024 6:53:42,Libraries|Research and Academic|Semantic Web|Wikimedia (Wikidata Wikimedia Commons…),10,"English, Swedish, Finnish, North Sámi",More than 5 years,4,9,3. Once per month,Once per month,Rarely,Rarely,Once per week,Once per month,Rarely,Never,Never,Never,Once per week,Once per week,"Interoperability with Wikidata, good faceting functionalities, easiness to teach and learn",OpenRefine 3.5,Myself,Linux,Chrome,2048 M,Wikidata (hosted at wikidata.reconci.link),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
10/2/2024 7:51:47,Research and Academic|Data science,10,"English, Portuguese",1 to 2 years,3,10,2. Once per week,Once per week,Once per week,Never,Rarely,Never,Never,Never,Once per month,Once per week,Never,Once per week,"Easy of use, free. Would use Excel and Modern CSV",,Myself,Mac,Firefox,Default Setting,GBIF,I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
10/4/2024 18:06:54,Libraries|Research and Academic,10,English,More than 5 years,5,10,4. Rarely,Rarely,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,,,Myself,Windows,Chrome|Edge,Default Setting,I don’t know,I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
10/6/2024 7:20:42,Digital humanities|Data science,3,"English, French",Less than 6 months,2,4,5. Never,Never,Once per week,Never,Once per week,Never,Never,Never,Never,Once per week,Never,Never,,I don't know,I maintain a hosted version of OpenRefine,Windows,Chrome|Edge|Firefox,I don’t know,My organization’s / project’s own / in-house / custom reconciliation service|csv-reconcile (Python-based by Douglas Mennella)|DBpedia|Faceted Application of Subject Terminology (FAST)|Getty Vocabularies (TGN ULAN AAT)|Open Library (via refine.codefork.com),I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
10/6/2024 7:43:51,Civic Tech|Data science|OpenStreetMap,10,"English, Italian",More than 5 years,3,10,4. Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Rarely,Never,Never,i think is the best tools to clean dirty dataset,,Myself,Linux,Chrome|Firefox|Opera,8000 M,My organization’s / project’s own / in-house / custom reconciliation service|csv-reconcile (Python-based by Douglas Mennella)|reconcile-csv (Clojure-based by Open Knowledge Labs),OpenStreetMap (OSM) Extractor - by Labian Gashi,I did not know that there are client libraries for OpenRefine,
10/7/2024 5:53:24,Education / training|Open-source intelligence (OSINT),0,English,I have never used OpenRefine,1,2,5. Never,Never,Once per month,Never,Once per day,Once per week,Once per week,Rarely,Rarely,Once per month,Rarely,Once per day,,I run a recent (unstable) development version or the latest snapshot release (3.8+),I mainly run OpenRefine via (cloud) hosting (e.g. Wikimedia PAWS or another cloud- or server-based host),Linux,Chrome,Default Setting,I do not use any reconciliation service(s) inside OpenRefine,I did not know that there are extensions for OpenRefine,"Python OpenRefine client, Java OpenRefine client","Nothing"
10/7/2024 7:48:16,Libraries|Wikibase,10,"English, Spanish, French, Russian, Portuguese, German, Dutch, Czech, Italian, Swedish",2 to 5 years,4,10,2. Once per week,Once per week,Once per week,Rarely,Once per day,Once per day,Once per day,Never,Never,Once per week,Once per week,Never,"Reconciliation, Clustering methods",", OpenRefine 3.7",Myself,Windows,Firefox,Default Setting,lobid Integrated Authority File (GND)|ORCID|Wikidata (hosted at wikidata.reconci.link),I don’t use any OpenRefine extensions,I don’t use any OpenRefine client libraries,
10/7/2024 16:18:23,Data journalism|Research and Academic|Data science|Semantic Web|Education / training|Open-source intelligence (OSINT),5,English,More than 5 years,3,8,3. Once per month,Once per month,Once per month,Never,Rarely,Rarely,Never,Rarely,Once per month,Once per month,Never,Once per month,For data cleaning I would have to script something in R or Python if OpenRefine was not available.,,Myself,Windows,Chrome|Firefox,Default Setting,ORCID,I don’t use any OpenRefine extensions,I did not know that there are client libraries for OpenRefine,
10/8/2024 4:44:27,Libraries|Arts cultural sector cultural heritage,9,"English, Dutch",2 to 5 years,2,9,3. Once per month,Once per month,Once per month,Rarely,Once per month,Rarely,Never,Never,Never,Rarely,Never,Rarely,"Ease of splitting multi-value cells, facets, counts, reconcilliation etc. Otherwise just struggling with Excell",,Myself,Windows,Chrome,I don’t know,Getty Vocabularies (TGN ULAN AAT)|Library of Congress Subject Headings (LCSH)|VIAF (via refine.codefork.com)|Wikidata (hosted at wikidata.reconci.link),I did not know that there are extensions for OpenRefine,I did not know that there are client libraries for OpenRefine,
